179,555
175,533
245,681
489,690
323,459
272,607
458,422
245,595
323,586
156,475
156,518
299,650
191,626
164,604
253,666
416,546
451,450
230,564
138,583
451,552
427,669
400,620
489,466
168,481
168,524
187,589
241,426
132,672
160,598
489,657
485,592
132,527
152,459
427,506
276,672
160,426
280,475
474,546
280,518
257,549
237,663
134,650
439,678
199,438
299,453
245,475
369,536
191,410
164,432
265,583
505,638
327,441
226,552
505,653
234,466
265,536
485,690
416,632
257,450
389,441
501,527
138,620
466,698
138,638
214,521
156,690
160,573
462,530
296,675
160,555
435,472
152,540
400,456
485,675
435,570
218,416
354,543
132,475
218,459
501,703
420,481
381,533
203,635
361,469
272,426
342,595
245,484
299,444
164,700
493,410
164,447
431,638
226,426
175,626
497,644
206,512
478,690
144,453
206,493
226,558
226,576
400,701
443,419
136,410
443,540
408,444
338,701
299,447
396,623
272,555
299,429
482,549
342,678
369,459
493,509
257,555
237,669
493,701
389,484
381,530
141,675
474,583
172,543
474,540
257,447
361,444
334,626
307,546
400,543
160,552
489,632
346,469
462,509
400,416
346,573
296,592
354,558
296,666
319,527
400,447
400,429
423,703
160,419
420,533
474,570
141,663
447,675
280,530
253,564
172,429
381,684
361,546
237,595
299,499
466,629
288,564
423,638
369,555
272,586
136,518
179,638
338,576
338,558
172,698
206,564
226,586
443,432
261,666
392,657
206,484
206,481
338,429
338,447
412,527
249,604
346,696
478,672
338,573
132,687
327,515
179,617
327,496
396,595
265,698
431,607
272,503
191,527
482,583
288,481
342,669
265,447
253,524
381,687
315,456
474,435
257,456
276,626
323,700
268,592
241,638
485,663
218,447
160,536
160,580
218,429
485,626
218,453
132,512
435,503
206,687
214,490
474,573
141,623
447,678
307,549
257,583
134,653
288,475
245,407
199,487
458,604
164,580
311,704
323,641
265,567
373,506
288,441
423,610
354,687
327,490
311,663
443,469
443,447
144,459
385,601
478,704
408,583
144,456
358,663
226,580
478,595
136,481
299,422
423,632
373,490
191,475
369,435
265,450
482,586
280,687
416,703
381,518
474,472
253,438
334,675
427,518
377,632
435,459
218,570
346,580
462,484
160,503
292,644
160,546
168,629
470,503
485,638
214,463
509,698
160,512
268,641
400,478
462,429
377,660
354,441
420,580
132,416
509,469
307,518
307,475
501,589
334,641
361,410
474,481
361,506
253,549
439,638
299,490
342,613
199,580
478,647
144,493
179,660
303,641
454,456
234,475
327,463
338,438
408,509
412,435
412,453
454,543
144,496
311,610
265,521
299,410
164,407
222,703
369,518
245,580
164,509
369,441
350,601
245,466
493,558
404,613
381,549
257,487
315,410
361,490
381,690
361,509
141,700
138,592
334,644
451,666
257,410
307,478
447,607
330,660
365,598
470,416
377,663
206,696
296,610
470,543
218,438
489,595
168,632
346,512
187,592
462,552
427,429
373,690
214,543
276,635
319,426
307,484
315,530
334,607
183,503
381,696
214,696
280,694
280,416
164,533
493,552
199,503
323,595
482,487
288,576
265,684
454,536
144,490
454,422
296,701
412,469
206,558
443,698
206,472
136,435
144,407
412,472
443,441
172,684
296,700
179,623
327,503
423,623
265,524
342,638
156,610
134,660
381,558
509,453
404,653
183,459
230,620
501,419
280,690
230,638
361,493
381,698
509,567
509,549
501,540
447,598
214,589
168,653
420,459
346,533
354,481
485,632
319,543
354,493
354,512
195,592
509,701
195,678
214,426
462,580
187,626
218,530
435,438
141,641
315,527
280,576
509,580
315,484
183,469
183,555
257,527
257,484
350,653
299,527
288,499
493,536
431,669
373,469
272,527
245,576
222,617
497,675
136,540
454,570
226,484
136,463
412,503
206,586
206,543
249,626
385,666
136,466
175,653
272,524
369,493
482,441
245,469
350,620
493,583
323,626
458,663
361,564
501,549
447,632
389,444
183,558
172,530
315,481
307,533
315,524
400,512
427,499
377,595
365,635
152,506
435,475
160,521
470,555
160,484
427,422
168,644
462,546
276,598
218,490
365,629
132,444
427,536
381,422
474,533
501,555
138,666
404,644
307,407
280,435
381,580
183,450
361,521
381,700
172,410
136,702
299,475
199,432
299,441
265,509
164,438
222,632
412,466
454,469
497,678
206,419
454,555
226,441
237,687
136,416
327,435
136,459
338,407
385,663
338,410
249,660
303,629
144,561
408,441
327,570
245,552
369,509
164,441
245,570
222,698
431,663
191,540
299,478
134,678
439,607
458,623
199,567
183,435
280,450
307,410
280,432
237,629
501,576
389,435
474,493
206,704
400,509
400,490
354,410
489,623
462,586
427,419
319,580
187,512
299,701
342,687
268,503
330,561
172,666
404,472
268,684
218,700
334,413
203,496
156,552
288,620
164,681
199,607
148,580
396,416
222,546
210,696
210,561
284,694
396,499
423,527
396,543
342,429
311,555
136,610
152,700
175,459
226,592
311,447
206,620
505,407
454,701
478,466
478,422
203,694
327,650
311,558
303,499
210,527
284,690
222,586
423,481
210,698
396,413
288,653
222,416
191,638
416,533
361,592
237,499
253,617
389,647
141,567
237,459
334,499
230,444
183,647
172,626
296,444
369,704
296,576
319,617
292,512
160,592
435,595
292,506
276,450
319,610
296,570
489,512
276,432
214,644
369,701
427,613
218,660
183,598
280,644
361,704
230,570
447,459
404,549
381,632
334,466
134,481
466,484
222,422
439,472
210,694
342,450
431,509
136,657
454,650
327,601
478,499
152,704
358,435
261,552
311,432
226,675
392,518
303,463
261,567
206,632
261,549
327,641
303,540
152,703
136,617
497,481
505,696
505,515
478,589
396,536
222,540
272,672
466,561
134,527
134,484
138,493
241,475
447,694
365,536
427,610
268,583
214,641
435,678
268,463
195,478
160,595
132,620
268,432
195,509
474,687
365,549
420,632
369,690
268,552
485,459
280,610
334,570
230,466
451,530
447,576
334,432
381,598
218,696
307,694
230,536
288,601
396,453
299,660
431,475
350,432
454,617
249,438
505,484
497,530
303,432
319,687
377,703
478,426
203,704
206,641
392,506
427,696
311,583
144,666
284,490
497,515
439,456
412,687
369,675
462,690
431,478
134,512
156,586
466,496
199,698
431,438
439,546
396,450
199,610
458,524
389,629
447,447
439,703
183,610
280,613
141,586
187,438
241,509
276,583
268,453
168,536
268,435
489,524
296,583
276,463
160,660
276,456
187,564
462,641
292,481
214,657
427,607
168,459
377,512
485,463
427,650
172,681
141,536
334,447
361,623
447,453
257,626
458,475
288,647
222,447
350,447
443,672
284,533
338,592
261,456
234,592
408,666
253,687
206,647
226,623
385,481
303,444
311,543
358,456
303,558
443,675
245,617
272,666
210,493
493,644
222,444
156,540
134,509
144,696
230,586
253,607
416,481
334,426
361,626
183,620
172,592
230,459
501,610
474,675
334,558
509,644
307,595
214,653
241,493
296,416
346,666
195,515
319,607
168,503
292,564
